index,weekPosition,previousPosition,pPosition,totalWeeks,titleArtist,entryDate,entryPosition,Ovreral_peakPosition,Overral_tW,artist,songs,WeekOf
185,84,66,66,9,This Feeliing                                               THE CHAINSMOKERS featuring KELSEA BALLERINI,11/10/18,98,66,9,             THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeliing,12/29/18
186,85,75,75,5,You                                                         JACQUEES,12/8/18,90,75,5,             JACQUEES,You,12/29/18
187,86,0,86,1,1.5                                                         21 SAVAGE,1/5/19,86,86,1,             21 SAVAGE,1.5,12/29/18
188,87,71,71,3,Girl Like You                                               JASON ALDEAN,12/22/18,77,71,3,             JASON ALDEAN,Girl Like You,12/29/18
189,88,0,88,1,Out For The Night                                           21 SAVAGE,1/5/19,88,88,1,             21 SAVAGE,Out For The Night,12/29/18
190,89,72,72,7,Good Girl                                                   DUSTIN LYNCH,11/24/18,93,72,7,             DUSTIN LYNCH,Good Girl,12/29/18
191,90,73,47,14,No Stylist                                                  FRENCH MONTANA featuring DRAKE,10/6/18,47,47,14,             FRENCH MONTANA featuring DRAKE,No Stylist,12/29/18
192,91,89,89,2,Lovely                                                      BILLIE EILISH & KHALID,12/29/18,89,89,2,             BILLIE EILISH & KHALID,Lovely,12/29/18
193,92,80,79,8,Ella Quiere Beber                                           ANUEL AA & ROMEO SANTOS,11/17/18,86,79,8,             ANUEL AA & ROMEO SANTOS,Ella Quiere Beber,12/29/18
194,93,0,93,1,Gun Smoke                                                   21 SAVAGE,1/5/19,93,93,1,             21 SAVAGE,Gun Smoke,12/29/18
195,94,0,94,1,Demons And Angels                                           A BOOGIE WIT DA HOODIE featuring JUICE WRLD,1/5/19,94,94,1,             A BOOGIE WIT DA HOODIE featuring JUICE WRLD,Demons And Angels,12/29/18
196,95,0,95,1,ASMR                                                        21 SAVAGE,1/5/19,95,95,1,             21 SAVAGE,ASMR,12/29/18
197,96,78,78,3,Last Shot                                                   KIP MOORE,12/22/18,87,78,3,             KIP MOORE,Last Shot,12/29/18
198,97,82,26,10,Fine China                                                  FUTURE & JUICE WRLD,11/3/18,26,26,10,             FUTURE & JUICE WRLD,Fine China,12/29/18
199,98,91,91,2,Envy Me                                                     CALBOY,12/29/18,91,91,2,             CALBOY,Envy Me,12/29/18
200,99,83,48,13,Lost In Japan                                               SHAWN MENDES x ZEDD,10/13/18,99,48,13,             SHAWN MENDES x ZEDD,Lost In Japan,12/29/18
201,100,84,84,3,This Is It                                                  SCOTTY McCREERY,12/22/18,96,84,3,             SCOTTY McCREERY,This Is It,12/29/18
204,1,1,1,8,"Thank U, Next                                               ARIANA GRANDE",11/17/18,1,1,8,             ARIANA GRANDE,"Thank U, Next",12/22/18
205,2,2,2,12,Without Me                                                  HALSEY,10/20/18,18,2,12,             HALSEY,Without Me,12/22/18
206,3,7,3,6,All I Want For Christmas Is You                             MARIAH CAREY,12/1/18,29,3,6,             MARIAH CAREY,All I Want For Christmas Is You,12/22/18
207,4,3,1,21,Sicko Mode                                                  TRAVIS SCOTT,8/18/18,4,1,21,             TRAVIS SCOTT,Sicko Mode,12/22/18
208,5,4,4,10,Sunflower (Spider-Man: Into The Spider-Verse)               POST MALONE & SWAE LEE,11/3/18,9,4,10,             POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse),12/22/18
209,6,6,5,19,High Hopes                                                  PANIC! AT THE DISCO,9/1/18,90,5,19,             PANIC! AT THE DISCO,High Hopes,12/22/18
210,7,5,3,19,Happier                                                     MARSHMELLO & BASTILLE,9/1/18,63,3,19,             MARSHMELLO & BASTILLE,Happier,12/22/18
211,8,13,8,5,Jingle Bell Rock                                            BOBBY HELMS,12/8/18,33,8,5,             BOBBY HELMS,Jingle Bell Rock,12/22/18
212,9,11,9,5,Rockin' Around The Christmas Tree                           BRENDA LEE,12/8/18,23,9,5,             BRENDA LEE,Rockin' Around The Christmas Tree,12/22/18
213,10,12,10,5,A Holly Jolly Christmas                                     BURL IVES,12/8/18,26,10,5,             BURL IVES,A Holly Jolly Christmas,12/22/18
214,11,17,11,5,The Christmas Song (Merry Christmas To You)                 NAT KING COLE,12/8/18,39,11,5,             NAT KING COLE,The Christmas Song (Merry Christmas To You),12/22/18
215,12,9,4,15,Drip Too Hard                                               LIL BABY & GUNNA,9/29/18,28,4,15,             LIL BABY & GUNNA,Drip Too Hard,12/22/18
216,13,10,10,5,It's The Most Wonderful Time Of The Year                    ANDY WILLIAMS,12/8/18,21,10,5,             ANDY WILLIAMS,It's The Most Wonderful Time Of The Year,12/22/18
217,14,15,1,31,Girls Like You                                              MAROON 5 featuring CARDI B,6/9/18,94,1,31,             MAROON 5 featuring CARDI B,Girls Like You,12/22/18
218,15,8,2,11,Zeze                                                        KODAK BLACK featuring TRAVIS SCOTT & OFFSET,10/27/18,2,2,11,             KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze,12/22/18
219,16,28,16,4,Rudolph The Red-Nosed Reindeer                              GENE AUTRY,12/15/18,36,16,4,             GENE AUTRY,Rudolph The Red-Nosed Reindeer,12/22/18
220,17,16,6,18,Mo Bamba                                                    SHECK WES,9/8/18,82,6,18,             SHECK WES,Mo Bamba,12/22/18
221,18,14,11,15,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,9/29/18,30,11,15,             GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky,12/22/18
222,19,30,13,10,Money                                                       CARDI B,11/3/18,54,13,10,             CARDI B,Money,12/22/18
223,20,32,20,4,"Let It Snow, Let It Snow, Let It Snow                       DEAN MARTIN",12/15/18,41,20,4,             DEAN MARTIN,"Let It Snow, Let It Snow, Let It Snow",12/22/18
224,21,18,16,24,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",7/28/18,56,16,24,"             BENNY BLANCO, HALSEY & KHALID",Eastside,12/22/18
225,22,19,12,19,Breathin'                                                   ARIANA GRANDE,9/1/18,22,12,19,             ARIANA GRANDE,Breathin',12/22/18
226,23,21,3,35,Better Now                                                  POST MALONE,5/12/18,7,3,35,             POST MALONE,Better Now,12/22/18
227,24,20,7,30,Youngblood                                                  5 SECONDS OF SUMMER,6/16/18,96,7,30,             5 SECONDS OF SUMMER,Youngblood,12/22/18
228,25,27,25,5,Last Christmas                                              WHAM!,12/8/18,43,25,5,             WHAM!,Last Christmas,12/22/18
229,26,33,26,3,Sleigh Ride                                                 THE RONETTES,12/22/18,41,26,3,             THE RONETTES,Sleigh Ride,12/22/18
230,27,23,2,33,Lucid Dreams                                                JUICE WRLD,5/26/18,74,2,33,             JUICE WRLD,Lucid Dreams,12/22/18
231,28,35,28,3,Here Comes Santa Claus (Down Santa Claus Lane)              GENE AUTRY,12/22/18,40,28,3,             GENE AUTRY,Here Comes Santa Claus (Down Santa Claus Lane),12/22/18
232,29,34,29,3,Feliz Navidad                                               JOSE FELICIANO,12/22/18,42,29,3,             JOSE FELICIANO,Feliz Navidad,12/22/18
233,30,25,11,13,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",10/13/18,27,11,13,"             DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki,12/22/18
234,31,26,5,11,MIA                                                         BAD BUNNY featuring DRAKE,10/27/18,5,5,11,             BAD BUNNY featuring DRAKE,MIA,12/22/18
235,32,41,32,2,(There's No Place Like) Home For The Holidays               PERRY COMO,12/29/18,41,32,2,             PERRY COMO,(There's No Place Like) Home For The Holidays,12/22/18
236,33,31,27,15,Leave Me Alone                                              FLIPP DINERO,9/29/18,96,27,15,             FLIPP DINERO,Leave Me Alone,12/22/18
237,34,48,34,2,White Christmas                                             BING CROSBY,12/29/18,48,34,2,             BING CROSBY,White Christmas,12/22/18
238,35,42,35,2,It's Beginning To Look A Lot Like Christmas                 PERRY COMO & THE FONTANE SISTERS,12/29/18,42,35,2,             PERRY COMO & THE FONTANE SISTERS,It's Beginning To Look A Lot Like Christmas,12/22/18
239,36,22,6,4,Going Bad                                                   MEEK MILL featuring DRAKE,12/15/18,6,6,4,             MEEK MILL featuring DRAKE,Going Bad,12/22/18
240,37,0,37,1,A Lot                                                       21 SAVAGE,1/5/19,37,37,1,             21 SAVAGE,A Lot,12/22/18
241,38,29,11,21,Trip                                                        ELLA MAI,8/18/18,79,11,21,             ELLA MAI,Trip,12/22/18
242,39,40,1,38,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",4/21/18,8,1,38,"             CARDI B, BAD BUNNY & J BALVIN",I Like It,12/22/18
243,40,0,40,1,Blue Christmas                                              ELVIS PRESLEY,1/5/19,40,40,1,             ELVIS PRESLEY,Blue Christmas,12/22/18
244,41,36,33,16,Speechless                                                  DAN + SHAY,9/22/18,95,33,16,             DAN + SHAY,Speechless,12/22/18
245,42,45,42,2,Happy Xmas (War Is Over)                                    JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,12/29/18,45,42,2,             JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,Happy Xmas (War Is Over),12/22/18
246,43,50,43,2,Christmas (Baby Please Come Home)                           DARLENE LOVE,12/29/18,50,43,2,             DARLENE LOVE,Christmas (Baby Please Come Home),12/22/18
247,44,0,44,1,Underneath The Tree                                         KELLY CLARKSON,1/5/19,44,44,1,             KELLY CLARKSON,Underneath The Tree,12/22/18
248,45,0,45,1,Run Rudolph Run                                             CHUCK BERRY,1/5/19,45,45,1,             CHUCK BERRY,Run Rudolph Run,12/22/18
249,46,43,13,23,Natural                                                     IMAGINE DRAGONS,8/4/18,37,13,23,             IMAGINE DRAGONS,Natural,12/22/18
250,47,0,47,1,Wow.                                                        POST MALONE,1/5/19,47,47,1,             POST MALONE,Wow.,12/22/18
251,48,37,9,45,Love Lies                                                   KHALID & NORMANI,3/3/18,43,9,45,             KHALID & NORMANI,Love Lies,12/22/18
252,49,0,49,1,Jingle Bells                                                FRANK SINATRA,1/5/19,49,49,1,             FRANK SINATRA,Jingle Bells,12/22/18
253,50,38,30,21,Beautiful                                                   BAZZI featuring CAMILA CABELLO,8/18/18,60,30,21,             BAZZI featuring CAMILA CABELLO,Beautiful,12/22/18
254,51,39,29,15,Better                                                      KHALID,9/29/18,45,29,15,             KHALID,Better,12/22/18
255,52,44,5,13,Shallow                                                     LADY GAGA & BRADLEY COOPER,10/13/18,28,5,13,             LADY GAGA & BRADLEY COOPER,Shallow,12/22/18
256,53,68,53,2,Cozy Little Christmas                                       KATY PERRY,12/29/18,68,53,2,             KATY PERRY,Cozy Little Christmas,12/22/18
257,54,51,34,20,She Got The Best Of Me                                      LUKE COMBS,8/25/18,95,34,20,             LUKE COMBS,She Got The Best Of Me,12/22/18
258,55,90,55,2,The Christmas Song                                          LAUREN DAIGLE,12/29/18,90,55,2,             LAUREN DAIGLE,The Christmas Song,12/22/18
259,56,49,7,13,Uproar                                                      LIL WAYNE,10/13/18,7,7,13,             LIL WAYNE,Uproar,12/22/18
260,57,0,57,1,Swervin                                                     A BOOGIE WIT DA HOODIE featuring 6IX9INE,1/5/19,57,57,1,             A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin,12/22/18
261,58,0,58,1,Can't Leave Without It                                      21 SAVAGE,1/5/19,58,58,1,             21 SAVAGE,Can't Leave Without It,12/22/18
262,59,59,44,24,You Say                                                     LAUREN DAIGLE,7/28/18,53,44,24,             LAUREN DAIGLE,You Say,12/22/18
263,60,57,57,6,Close To Me                                                 ELLIE GOULDING x DIPLO featuring SWAE LEE,12/1/18,98,57,6,             ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me,12/22/18
264,61,55,46,15,Best Shot                                                   JIMMIE ALLEN,9/29/18,97,46,15,             JIMMIE ALLEN,Best Shot,12/22/18
265,62,53,31,18,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,9/8/18,88,31,18,             MEEK MILL featuring JEREMIH & PNB ROCK,Dangerous,12/22/18
266,63,63,63,9,Be Alright                                                  DEAN LEWIS,11/10/18,94,63,9,             DEAN LEWIS,Be Alright,12/22/18
267,64,54,53,19,Drunk Me                                                    MITCHELL TENPENNY,9/1/18,83,53,19,             MITCHELL TENPENNY,Drunk Me,12/22/18
268,65,0,65,1,Startender                                                  A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,1/5/19,65,65,1,             A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,Startender,12/22/18
269,66,96,66,3,Look Back At It                                             A BOOGIE WIT DA HOODIE,12/22/18,95,66,3,             A BOOGIE WIT DA HOODIE,Look Back At It,12/22/18
270,67,0,67,1,All My Friends                                              21 SAVAGE,1/5/19,67,67,1,             21 SAVAGE,All My Friends,12/22/18
271,68,52,16,7,Bad!                                                        XXXTENTACION,11/24/18,16,16,7,             XXXTENTACION,Bad!,12/22/18
272,69,64,64,10,Backin' It Up                                               PARDISON FONTAINE faeturing CARDI B,11/3/18,95,64,10,             PARDISON FONTAINE faeturing CARDI B,Backin' It Up,12/22/18
273,70,0,70,1,Break Da Law                                                21 SAVAGE,1/5/19,70,70,1,             21 SAVAGE,Break Da Law,12/22/18
